Brnd_Name,Gnrc_Name,Tot_Mftr,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Tot_Benes_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Avg_Spnd_Per_Bene_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Tot_Benes_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Avg_Spnd_Per_Bene_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Avg_Spnd_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Avg_Spnd_Per_Bene_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Tot_Benes_2022,Avg_Spnd_Per_Dsg_Unt_Wghtd_2022,Avg_Spnd_Per_Clm_2022,Avg_Spnd_Per_Bene_2022,Outlier_Flag_2022,Chg_Avg_Spnd_Per_Dsg_Unt_21_22,CAGR_Avg_Spnd_Per_Dsg_Unt_18_22
Advocate Pen Needles,"Pen Needle, Diabetic",1,1480139.85,3118960,24472,8093,0.474441163,60.48299485,182.8913691,0,1659681.1,3066628.666,26142,9128,0.541236928,63.48715095,181.8230828,0,2270106.92,3675993,30625,10261,0.61757216,74.12594025,221.2364214,0,2172889.98,3424866,27376,9547,0.634256659,79.372077,227.5992437,0,2228706.59,3227485.131,25243,9035,0.690320009,88.29008398,246.6747748,0,0.088392214,0.098289989
Advocate Syringes,"Syring-Needl,Disp,Insul,0.3 Ml",1,75711.5,152813,1886,544,0.495134582,40.14395546,139.1755515,0,101128.01,190445,2338,732,0.531969235,43.25406758,138.1530191,0,147149.62,220340,2594,801,0.667621671,56.72691596,183.7073908,0,152107.24,222450,2699,833,0.683593909,56.35688774,182.6017287,0,160568.21,220056,2755,799,0.728355114,58.28247187,200.9614643,0,0.065479235,0.101298325
Advocate Syringes,"Syringe And Needle,Insulin,1ml",1,304063.64,644564,5426,1771,0.47249287,56.0382676,171.690367,0,271580.82,525813,5494,1795,0.517286381,49.43225701,151.298507,0,359573.74,538377,5720,1860,0.667580819,62.86254196,193.3192151,0,368312.06,547116,6069,1809,0.672976939,60.6874378,203.5998121,0,393515.9,549194,6062,1753,0.715301969,64.91519301,224.4814033,0,0.062892245,0.109234938
Advocate Syringes,"Syringe-Needle,Insulin,0.5 Ml",1,244656.42,510744,5600,1684,0.479690134,43.68864643,145.2829097,0,299378.29,576406,6687,1985,0.519259619,44.77019441,150.8202972,0,373103.59,570425,6601,1985,0.653046491,56.52228299,187.9615063,0,347786.89,517254,5984,1757,0.672298176,58.11946691,197.9435914,0,428715.63,594754,6854,1871,0.721382741,62.54969799,229.137162,0,0.073010112,0.107391639
Adzenys XR-ODT,Amphetamine,1,326765.14,30393,843,200,10.7514103,387.6217556,1633.8257,0,441111.93,37843,1068,191,11.65749259,413.0261517,2309.486545,0,490522.7,37955,1073,183,12.92277287,457.150699,2680.451913,0,545688.01,36506,1041,188,14.94476864,524.195975,2902.595798,0,576312.9,37364,1041,205,15.42820848,553.6146974,2811.282439,0,0.032348433,0.094491809
Afinitor,Everolimus,1,386491662.5,727436,25463,5544,531.410702,15178.55958,69713.50334,0,444569351.4,772101,26978,5763,575.9615675,16478.95883,77142.00093,0,302356560.4,525604,18337,4255,575.3578396,16488.87825,71059.12113,0,216178594.3,373400,13001,2875,579.1573048,16627.84358,75192.55455,0,100030445.6,172468,5960,1186,579.9234714,16783.63181,84342.70283,0,0.001322899,0.022080488
Afinitor Disperz,Everolimus,1,4462227.2,8462,183,34,529.7296434,24383.75519,131241.9765,0,6103971.61,10528,263,52,579.8904934,23209.01753,117384.0694,0,9646174.45,16625,381,53,580.507537,25318.04318,182003.2915,0,8602849.16,14647,324,47,587.9629328,26552.00358,183039.3438,0,6393478.85,10656,214,31,601.6794405,29876.06939,206241.2532,0,0.023328865,0.032351811
Afrezza,"Insulin Regular, Human",1,4495446.24,749550,4143,1135,6.004952073,1085.070297,3960.745586,0,7000874.53,977880,5264,1396,7.177481072,1329.953368,5014.953102,0,8007830.06,1036929,5432,1270,7.703135491,1474.195519,6305.378,0,10393693.26,1216380,6088,1399,8.463776504,1707.242651,7429.37331,0,12896497.83,1366230,6580,1601,9.326287214,1959.954078,8055.276596,0,0.10190613,0.116348544
Agrylin,Anagrelide HCl,1,212176.42,26646,224,41,7.96278691,947.2161607,5175.034634,0,396277.16,50194,432,206,7.894910946,917.3082407,1923.675534,0,1931960.65,241430,2376,644,8.002156526,813.1147517,2999.938898,0,552597.64,68167,572,123,8.106527205,966.0797902,4492.66374,0,336321.52,41160,279,53,8.171076774,1205.453477,6345.689057,0,0.007962666,0.006476292
Aimovig Autoinjector,Erenumab-Aooe,1,12480615.36,21497,17475,8252,580.5747481,714.1983039,1512.435211,0,119447008.3,201944.44,169415,36031,591.5412046,705.0556814,3315.117767,0,206119544.7,327878.52,285011,47870,628.651826,723.1985597,4305.818774,0,258924035.1,384295,330843,54670,673.7649195,782.6190522,4736.126488,0,302037670.6,412397.334,325457,55228,732.3966933,928.0417094,5468.92284,0,0.087021114,0.059795468
Airduo Digihaler,Fluticasone Propion/Salmeterol,1,,,,,,,,,,,,,,,,,19201.39,45,39,33,423.4986564,492.3433333,581.860303,1,268285.41,692,533,321,389.7068964,503.3497373,835.7800935,0,552626.05,1231.97,1012,551,448.3963022,546.0731719,1002.951089,0,0.150598838,0.028975402
Airduo Respiclick,Fluticasone Propion/Salmeterol,1,254968.43,854,771,469,298.4976912,330.6983528,543.6427079,0,270035.48,850.45,779,530,317.5103254,346.6437484,509.5009057,0,255536.92,809,752,415,315.8213478,339.809734,615.7516145,0,256265.89,767,645,379,335.3444188,397.3114574,676.1632982,0,272494.09,746,665,411,365.3696357,409.7655489,663.0026521,0,0.089535461,0.051835608
Ajovy Autoinjector,Fremanezumab-Vfrm,1,,,,,,,,,,,,,,,,,5173840.77,12459.5,6841,2641,415.2526803,756.2988993,1959.046108,0,27293439.6,63423.5,34263,8321,430.3363832,796.5863935,3280.067252,0,48455538.83,107434,55495,12141,451.0261075,873.151434,3991.066537,0,0.048078027,0.042184521
Ajovy Syringe,Fremanezumab-Vfrm,1,1033232.41,2656,1498,1199,389.0182267,689.7412617,861.7451293,0,28878501.83,73387.5,42354,9220,393.5070936,681.8364695,3132.15855,0,33366366.03,80205.5,45106,8449,416.0109473,739.7323201,3949.149725,0,28482115.37,64608,35526,6912,440.8450249,801.7259295,4120.676414,0,27006806.12,57576,31320,6154,469.063605,862.2862746,4388.496282,0,0.064010204,0.047889399
Ak-Poly-Bac,Bacitracin/Polymyxin B Sulfate,1,4002.05,878.5,247,199,4.555549232,16.20263158,20.11080402,0,18099.17,4050.5,1110,918,4.468379212,16.30555856,19.71587146,0,17092.66,3861,992,784,4.427003367,17.23050403,21.80186225,0,4813.22,1145.5,317,245,4.20185072,15.18365931,19.64579592,0,7244.46,1746.5,491,425,4.147987403,14.75450102,17.04578824,0,-0.012818951,-0.023158344
Aklief,Trifarotene,1,,,,,,,,,,,,,,,,,51446.95,4005,87,58,12.8456804,591.3442529,887.0163793,0,149786.26,10935,241,151,13.69787471,621.519751,991.9619868,0,178333.87,12240,269,150,14.56976062,662.9511896,1188.892467,0,0.063651181,0.064995204
Akten,Lidocaine HCl/PF,1,2452.77,94,53,45,26.09329787,46.27867925,54.506,0,6595.63,274,89,66,24.07164234,74.10820225,99.93378788,0,2536.83,106,48,25,23.93235849,52.850625,101.4732,0,2993.63,114,44,34,26.25991228,68.03704546,88.04794118,0,5844.53,224,52,28,26.09165179,112.3948077,208.7332143,0,-0.006407504,-0.000015772
Akynzeo,Fosnetupitant/Palonosetron,1,,,,,,,,,211235.94,378,236,83,558.8252381,895.0675424,2545.011325,0,355121.25,2398,425,101,509.0339898,835.5794118,3516.05198,0,228707.06,6422,226,62,38.4618308,1011.978142,3688.823548,0,2419510.32,69240,2051,592,34.94382322,1179.673486,4087.010676,0,-0.091467502,-0.60308443
Akynzeo,Netupitant/Palonosetron HCl,1,683619.2,1264,612,230,540.8379747,1117.024837,2972.257391,0,476884.71,819,545,194,582.2768132,875.0178165,2458.168608,0,296174.9,478,359,111,619.6127615,824.9997215,2668.242342,0,398550.92,618,343,100,644.9044013,1161.956035,3985.5092,0,466393.68,670,457,132,696.1099702,1020.555099,3533.285455,0,0.079400247,0.065130128
Ala-Cort,Hydrocortisone,1,310.1,1986,66,57,0.156725921,4.698484849,5.440350877,0,293.84,1767.2,48,41,0.166690522,6.121666667,7.166829268,0,4117.78,18037.2,502,443,0.228256606,8.202749004,9.295214447,0,14670.12,34166.4,987,834,0.42933106,14.86334347,17.59007194,0,15001.68,33881.2,964,798,0.442772983,15.56190871,18.79909774,0,0.031308994,0.296462833
Ala-Scalp,Hydrocortisone,1,,,,188,,,,,,,,198,,,,,,,,223,,,,,54500.1,3640.4,94,166,14.97090979,579.7882979,328.3138554,0,173864.06,11425.6,333,246,15.21706169,522.1142943,706.7644715,0,0.016442013,0.016442013
Albendazole,Albendazole,9,1012105.88,6208,668,877,163.0325193,1515.128563,1154.054595,0,7837948.05,53979,4400,4573,145.9997487,1781.35183,1713.961962,0,11263921.75,87774,6774,5474,128.4484065,1662.81691,2057.713144,0,9390282.9,104909,8363,5864,89.73000622,1122.83665,1601.344287,0,9993831.32,138562,8224,5813,69.22053355,1215.203225,1719.220939,0,-0.22856872,-0.19278323
Albumin (Human),Albumin Human,1,,,,,,,,,10405.4,9000,17,,1.156155556,612.0823529,,1,,,,,,,,,,,,,,,,,4948.13,7450,16,,0.936098338,309.258125,,1,,-0.067958891
Albutein,Albumin Human,1,13299.87,16610,37,15,0.982178806,359.455946,886.658,1,16969.05,19470,25,,0.871548536,678.762,,1,16339.12,18495,64,,0.910480083,255.29875,,0,3858.73,4542,35,,0.856172095,110.2494286,,1,2561.14,2110,23,13,1.243167588,111.353913,197.0107692,1,0.452006664,0.060680977
Albuterol Sulfate HFA,Albuterol Sulfate,10,,,,,,,,,181614417.5,55461230.85,3134801,1512149,3.729413394,57.93491117,120.1035199,0,491440329.7,144449428.6,8912998,3668634,3.894586918,55.13748906,133.9573067,0,645935389.5,187590951.3,12787802,4847424,3.84473237,50.51183851,133.2533299,0,710854336.4,208550613.2,15048710,5656896,3.742614825,47.23689515,125.661553,0,-0.026560378,0.001178549
Albuterol Sulfate*,Albuterol Sulfate,15,22459338.77,64785435.31,565874,206836,0.425900814,39.68964605,108.58525,0,22078595.39,57908910.39,512450,185302,0.452663606,43.08438948,119.1492558,0,16712655.38,40792381,328464,121046,0.504969725,50.88123928,138.0686299,0,11437050.58,29060272.1,231313,83986,0.47731351,49.44404586,136.1780604,0,11066108.64,29719366.11,246412,95711,0.433980749,44.90896807,115.6200295,0,-0.090784693,0.004709477
Alclometasone Dipropionate,Alclometasone Dipropionate,3,4864670.41,3642481.6,63120,42555,1.331844758,77.07019027,114.3148963,0,4342147.24,3567696,64536,44161,1.223307606,67.28255919,98.32538303,0,3263750.51,2608162.5,58115,38676,1.259671844,56.16020838,84.38697151,0,3057627.48,2580409,57172,38916,1.181210686,53.48120549,78.56993216,0,2981557.43,2532157,56906,38802,1.16964615,52.39442994,76.84030282,0,-0.009790409,-0.031944576
Alcohol Pads,Alcohol Antiseptic Pads,2,23121706.07,55086223.08,381175,112863,0.418820097,60.65903081,204.8652443,0,30480774.7,71887130.26,461656,131989,0.422888655,66.02486419,230.9342044,0,14356794.02,35625980.24,231519,72766,0.402450124,62.01129938,197.3008551,0,11727610.56,28771366.27,184670,54701,0.404926732,63.50577008,214.3948111,0,10960651.16,26574297.82,168846,51017,0.408014516,64.91507741,214.8431143,0,0.007625538,-0.006513373
Alcohol Prep Pads,Alcohol Antiseptic Pads,18,39457137.91,110386334.1,670880,226197,0.340561124,58.81400237,174.4370523,0,39663396.74,110058346.3,695554,228388,0.343841641,57.02418035,173.6667283,0,28018332.23,106287815.4,678196,227979,0.247311152,41.31303079,122.8987417,0,18350811.99,78471891.08,512873,179098,0.20705588,35.78042125,102.462406,0,15227610.71,74263329.92,503119,176994,0.176214116,30.2664195,86.03461535,0,-0.148953819,-0.151871991
Alcohol Swab,Alcohol Antiseptic Pads,1,69536.31,3022965,24341,8771,0.023002685,2.856756501,7.927979706,0,136433.95,4387510,36936,11105,0.031095986,3.693793318,12.2858127,0,119032.03,5365521.235,38363,19780,0.022184616,3.102782108,6.01779727,0,116618.54,4945766,39230,13621,0.02357947,2.972687739,8.561672418,0,120163.15,4901980,38465,13517,0.024513187,3.123960744,8.889779537,0,0.039598716,0.016027147
Alcohol Swabs,Alcohol Antiseptic Pads,10,172883.61,7165470,57858,26741,0.024299827,2.98806751,6.46511387,0,190788.95,7557962.444,61320,26410,0.025396999,3.111365786,7.224117758,0,423930.09,13240528.39,106268,49825,0.032010995,3.989254432,8.508381134,0,773585.63,21679931.4,138679,61268,0.03420445,5.578246382,12.6262589,0,878606.2,21976318.33,149203,64385,0.039123889,5.888663097,13.64613186,0,0.143824509,0.126444265
Alcohol Wipes,Alcohol Antiseptic Pads,4,11239.24,274141,2264,2065,0.039541037,4.964328622,5.442731235,0,12887.68,273360,2146,1900,0.045842895,6.005442684,6.782989474,0,23035.5,490100.6,4152,3075,0.046942464,5.548049133,7.491219512,0,24128.66,340443.6,2953,2180,0.070641582,8.170897393,11.06819266,0,16663.76,193203.333,1698,571,0.086159575,9.813757362,29.1834676,0,0.219672216,0.214965295
Aldactazide,Spironolact/Hydrochlorothiazid,1,222849.82,62909,1064,337,3.687524407,209.4453196,661.2754303,0,239456.54,65014,1047,322,3.83502433,228.707297,743.6538509,0,241764.08,63603,975,291,3.934728685,247.963159,830.8043986,0,222415.66,53966,834,266,4.160675455,266.6854437,836.1490977,0,197232.25,45782,710,237,4.40165626,277.7919014,832.2035865,0,0.057918674,0.04525031
Aldactone,Spironolactone,1,640482.5,209500,2851,789,3.113043143,224.6518765,811.7648923,0,611625.55,196969,2456,656,3.137045159,249.0332044,932.3560213,0,591299.16,173113,2084,605,3.384470316,283.7328023,977.3539835,0,624110.71,183893,2148,619,3.343851077,290.5543343,1008.256397,0,535855.22,150600,1702,536,3.498880195,314.8385546,999.7298881,0,0.046362447,0.029641369
Aldurazyme,Laronidase,1,3006096.58,16850,66,,178.4033579,45546.91788,,0,3253424.99,17670,75,,184.1213916,43378.99987,,0,4500166.87,23135,126,,194.5176948,35715.61008,,0,7750224.9,38560,197,11,200.9913097,39341.24315,704565.9,0,8107409.22,39000,185,11,207.8822877,43823.83362,737037.2018,0,0.034284955,0.038971455
Alecensa,Alectinib HCl,1,64635716.51,1048698,4690,806,61.63425172,13781.60267,80193.19666,0,84214133.36,1337064,5957,930,62.98436975,14137.00409,90552.83157,0,105142346.5,1609672,7255,1011,65.31911252,14492.39786,103998.3645,0,125219804.2,1833208,8289,1112,68.30638107,15106.74439,112607.7376,0,153932232.2,2123372,9682,1284,72.49423664,15898.80523,119884.9161,0,0.061309873,0.04140663
Alendronate Sodium,Alendronate Sodium,10,50813579.06,50652711.75,5693070,1781542,1.087966729,8.92551454,28.52224593,0,72455143.62,70108340.19,7357459,1860934,1.104357371,9.847848778,38.93482715,0,76398745.25,72844487.35,7376907,1832452,1.114983499,10.35647396,41.69208539,0,79586171.51,76762846.87,7505075,1972313,1.095475595,10.60431395,40.35169444,0,87986982.58,81810999.65,7799215,2083024,1.145620204,11.28151777,42.24002344,0,0.045774283,0.012992576
Alfuzosin HCl ER,Alfuzosin HCl,7,16713302.95,39740522,627731,167379,0.418588662,26.62494436,99.85304578,0,19703840.92,46745534.5,711043,185815,0.421026475,27.71118051,106.0400986,0,23494635.44,52305472,759672,200953,0.451224095,30.92734159,116.9160721,0,25184312.92,57807008,820334,226592,0.437363614,30.70007207,111.143875,0,26085283.25,63414748.5,885098,246627,0.412508096,29.4716328,105.768157,0,-0.056830327,-0.00365154
Alimta,Pemetrexed Disodium,1,7522797.52,4784,1462,279,2371.454115,5145.552339,26963.43197,0,9039778.05,6012,1600,314,2377.894034,5649.861281,28789.10207,0,9697562.74,6682,1627,310,2374.835515,5960.395046,31282.46045,0,9849598.41,15197,1555,304,2140.681625,6334.146888,32399.99477,1,7434149.1,18110,1096,227,2467.817052,6782.982756,32749.55551,1,0.152818347,0.010007407
Aliskiren,Aliskiren Hemifumarate,2,,,,,,,,,10774241.08,1680901,27458,8294,6.422683737,392.3898711,1299.0404,0,15425678.29,2499838,41031,8718,6.19226152,375.9517996,1769.405631,0,13715674.19,2254691,35310,7834,6.102789435,388.4359725,1750.788127,0,12651613.33,2113189.5,31764,7240,6.003787711,398.3003819,1747.460405,0,-0.016222373,-0.022231001
Allopurinol,Allopurinol,17,146609301.2,612409893.8,8607906,1959387,0.245519448,17.03193566,74.82406548,0,147274303.4,672082651.9,8983444,2052005,0.224019402,16.39396911,71.77092816,0,139013090,710256031.9,9156060,2111246,0.200221064,15.18263205,65.84409869,0,135198546,722965775.8,8988268,2164191,0.190675049,15.04166831,62.4707089,0,136266050.9,739833090.4,9069247,2208007,0.188590958,15.02506779,61.71450133,0,-0.010930066,-0.06382133
Allzital,Butalbital/Acetaminophen,1,,,,210,,,,,,,,148,,,,,,,,67,,,,,8213.75,1934,38,30,4.247026887,216.1513158,273.7916667,0,7868.68,2018,51,28,3.899246779,154.2878431,281.0242857,0,-0.081887899,-0.081887899
Almotriptan Malate,Almotriptan Malate,2,1858369.13,76579,5818,1495,24.29217884,319.417176,1243.056274,0,1962197.85,81404,6221,1529,24.11954425,315.4151825,1283.321027,0,1773512.78,79128,5773,1431,22.42378315,307.2081725,1239.352048,0,1685484.9,75420,5407,1362,22.36043962,311.7227483,1237.507269,0,1799861.65,74933,5165,1363,24.03728668,348.4727299,1320.514784,0,0.074991685,-0.002633577
Alocril,Nedocromil Sodium,1,439814.02,9865,1545,663,44.58327623,284.6692686,663.3695626,0,379698.22,8470,1347,578,44.8285974,281.8843504,656.9173356,0,312953.46,6985,1078,444,44.80364495,290.3093321,704.8501351,0,262378.82,5495,858,381,47.74864786,305.8028205,688.6583202,0,43233.09,925,150,109,46.73847568,288.2206,396.6338532,0,-0.021156038,0.011872146
Alogliptin,Alogliptin Benzoate,2,7269829.64,1196400,26372,8106,6.077058062,275.6647065,896.8455021,0,9623213.96,1608525,42469,12233,5.983117059,226.593844,786.6601782,0,16588328.76,2754229.5,69673,16442,6.025026897,238.0883378,1008.899694,0,17733480.54,3034791,79751,20204,5.838423458,222.3606041,877.7212701,0,16296515.09,2779768,78497,19379,5.858844289,207.6068524,840.9368435,0,0.003497662,-0.009100424
Alogliptin-Metformin,Alogliptin Benz/Metformin HCl,2,1276456.43,415083,4800,1444,3.075317868,265.9284229,883.972597,0,1606779.13,569728,7582,1999,2.820024877,211.9202229,803.7914607,0,1021109.17,336692,3977,1562,3.031543856,256.7536259,653.7190589,0,1255547.56,425457,5096,1772,2.951118531,246.3790345,708.5482844,0,1278295.65,436771,5341,1836,2.924575295,239.3363883,696.2394608,0,-0.008994297,-0.012486142
Alogliptin-Pioglitazone,Alogliptin Benz/Pioglitazone,1,1365441.83,220048,4615,1166,6.205590063,295.8703857,1171.047882,0,1100715.52,179393,3693,996,6.134304264,298.0545681,1105.136064,0,730832.6,119869,2326,684,6.096255398,314.2014617,1068.468714,0,621431.09,101710,1834,549,6.108990814,338.8391985,1131.932769,0,500283.72,81986,1426,356,6.097781856,350.8300982,1405.291348,0,-0.00183483,-0.004371774
Alomide,Lodoxamide Tromethamine,1,156348.28,9087.5,700,293,17.20476259,223.3546857,533.6118771,0,118084.81,6850,543,249,17.23865839,217.4674217,474.2361847,0,111090.89,6460,486,201,17.1967322,228.5820782,552.690995,0,101314.34,5830,446,177,17.37810292,227.1621973,572.3974011,0,99376.53,5600,429,178,17.74580893,231.6469231,558.2951124,0,0.021159157,0.00777082
Alosetron HCl,Alosetron HCl,6,15008078.35,621196,10248,2175,24.24485451,1464.48852,6900.265908,0,14829828.34,672235,11152,2291,22.15960236,1329.79092,6473.080899,0,14308125.35,683626,11171,2158,21.00834173,1280.827621,6630.271247,0,13711783.9,692000,11569,2283,19.95102654,1185.217728,6006.037626,0,13454441.71,686642,10982,2173,19.87047903,1225.135832,6191.643677,0,-0.004037262,-0.048525423
Alphagan P,Brimonidine Tartrate,1,200393560.3,6876245.233,755351,175503,29.18066739,265.2985967,1141.82413,0,210001980.7,6565434.5,703527,165853,32.02118833,298.498822,1266.193441,0,204587977.3,6082400.54,640148,149433,33.67603009,319.5948082,1369.095028,0,202241701.2,5634607.8,589841,141047,35.93125995,342.8749463,1433.860353,0,201793298.2,5312946,550005,131052,38.04228695,366.8935705,1539.79564,0,0.058751823,0.06854508
Alprazolam,Alprazolam,8,98011025.02,813867291.7,12783127,2522897,0.121521901,7.667218281,38.84860342,0,90603961.95,755530823.3,12366878,2397981,0.121233167,7.326340726,37.78343613,0,100950410.4,744965001.5,12298580,2305495,0.136294034,8.208298065,43.78687025,0,118712574.6,716974879.1,11929535,2276823,0.165138201,9.951148522,52.13957105,0,103353716.8,693723489.6,11712615,2266628,0.148665789,8.824136782,45.59800587,0,-0.09974925,0.051693336
Alprazolam ER,Alprazolam,2,2432741.44,2808271,54929,10349,0.890840552,44.28883541,235.0701942,0,2057271.37,2457154,50067,9661,0.857399954,41.09036631,212.9460066,0,1613007.52,2051527,41771,8042,0.804172232,38.6154873,200.5729321,0,1673614.61,2130046,43192,7987,0.802425979,38.74825454,209.5423325,0,2099026.09,2408277,49732,9560,0.886286036,42.20674998,219.5633985,0,0.104508153,-0.001280609
Alprazolam Intensol,Alprazolam,1,30529.67,10134.5,263,155,3.012449554,116.0823954,196.9656129,0,53181.2,17594.5,367,173,3.022603655,144.9079019,307.4057804,0,52730.68,16841,352,166,3.131089603,149.8030682,317.6546988,0,25615.89,8687,228,133,2.948761368,112.3503947,192.6006767,0,34955.1,11830.5,298,146,2.954659566,117.2989933,239.4184932,0,0.002000229,-0.004830823
Alprazolam ODT,Alprazolam,2,792258.49,496785,8360,3057,1.540663581,94.76776196,259.1620837,0,746321.62,449722,7539,2726,1.612460751,98.9947765,273.7790242,0,632296.9,399552,7094,2597,1.550773724,89.13122357,243.4720447,0,584266.17,395744.5,6972,2572,1.430404928,83.80180293,227.1641408,0,591018.15,401156,7203,2758,1.441462483,82.05166597,214.2922951,0,0.007730367,-0.016501093
Alprazolam XR,Alprazolam,1,605189.7,777681,14956,3900,0.791804137,40.46467638,155.1768462,0,663470.79,945971,18413,4509,0.713919509,36.0327372,147.143666,0,842657.6,1243804,24581,5189,0.697464826,34.28085106,162.3930623,0,783785.74,1141306,22795,4772,0.703714652,34.38410792,164.2468022,0,722514.13,991670,20064,4844,0.738284133,36.01047299,149.1565091,0,0.049124288,-0.017344154
Alrex,Loteprednol Etabonate,1,12287973.64,286820,42101,19127,42.84210878,291.8689257,642.4412422,0,11805100.88,260945,38446,17973,45.23980486,307.0566738,656.824174,0,9764844.53,201725,30393,13857,48.40671474,321.2859714,704.686767,0,10098000.9,195815,29355,14097,51.56908766,343.9959428,716.3226857,0,10734692.06,194095,28401,13897,55.30638121,377.968806,772.4467194,0,0.072471586,0.065923657
Altabax,Retapamulin,1,,,,,,,,,,,,,,,,,82491.13,3945,169,124,20.91029911,488.1131953,665.2510484,0,79813.02,3720,155,123,21.4551129,514.9227097,648.8863415,0,87935.06,4020,156,125,21.87439304,563.6862821,703.48048,0,0.019542201,0.02279332
Altace,Ramipril,1,5805847.31,881762,10659,2248,6.557867266,544.689681,2582.672291,0,5216070.64,795740,9279,2030,6.523701503,562.1371527,2569.492926,0,4696888.02,719216,7992,1719,6.510050314,587.6987012,2732.337417,0,3761562.58,570537,6352,1442,6.572679433,592.1855447,2608.573218,0,2225990.37,332944,3764,903,6.680264809,591.3895776,2465.105615,0,0.016368572,0.004633751
